case_number,unit_ref,unit_build_year,case_status,case_type,case_sub_type,case_create_date
Case21134,Unit1353,1900,Resolved,No Access,Gas,27/10/2020 07:00
Case21135,Unit5872,1995,Resolved,No Access,Gas,27/10/2020 07:00
Case21136,Unit5460,1997,Resolved,No Access,Gas,27/10/2020 07:00
Case21137,Unit3444,1960,Resolved,Tenancy Change,,27/10/2020 07:34
Case21138,Unit2305,1992,Resolved,Query,,27/10/2020 07:47
Case21139,Unit678,1920,Resolved,Direct Maintenance,Complex Repairs,27/10/2020 08:02
Case21140,Unit5378,2019,Resolved,Query,,27/10/2020 08:18
Case21141,Unit1486,1975,Resolved,Query,,27/10/2020 08:37
Case21142,Unit8496,2014,Resolved,Query,,27/10/2020 08:38
Case21143,Unit5332,1950,Resolved,Query,,12/07/2019 09:39
Case21144,Unit2881,1960,Resolved,Complaints,,27/10/2020 08:47
Case21145,Unit1736,1899,Resolved,Service Charges,Calculation/Apportionment Query,27/10/2020 08:52
Case21146,Unit119,1972,Active,Direct Maintenance,Damp & Mould,27/10/2020 08:59
Case21147,Unit319,1900,Resolved,Query,,27/10/2020 09:03
Case21148,Unit140,1970,Resolved,Query,,27/10/2020 09:07
Case21149,Unit3952,2010,Resolved,Query,,27/10/2020 09:15
Case21150,Unit5915,2011,Resolved,Query,,27/10/2020 09:17
Case21151,Unit5280,1904,Resolved,Query,,27/10/2020 09:17
Case21152,Unit9203,2016,Resolved,Query,,12/07/2019 09:43
Case21153,Unit1782,1980,Resolved,Query,,27/10/2020 09:25
Case21154,Unit5042,2012,Resolved,Query,,27/10/2020 09:27
Case21155,Unit7872,2010,Resolved,Query,,27/10/2020 09:30
Case21156,Unit6189,1870,Resolved,ASB,,27/10/2020 09:35
Case21157,Unit9341,,Resolved,Service Charges,Calculation/Apportionment Query,27/10/2020 09:37
Case21158,Unit1556,1999,Resolved,Query,,27/10/2020 09:43
Case21159,Unit6042,1869,Resolved,Query,,27/10/2020 09:47
Case21160,Unit2711,2016,Resolved,Home Ownership,Transfer of Ownership,27/10/2020 09:52
Case21161,Unit289,1930,Active,Direct Maintenance,Damp & Mould,27/10/2020 09:52
Case21162,Unit6093,1980,Resolved,Query,,27/10/2020 10:01
Case21163,Unit253,1985,Active,Direct Maintenance,Damp & Mould,27/10/2020 10:02
Case21164,Unit3244,1993,Resolved,Tenancy Visits,,27/10/2020 10:03
Case21165,Unit4991,2015,Resolved,Income,Refund Enquiry,12/07/2019 09:46
Case21166,Unit90,,Active,Direct Maintenance,Damp & Mould,27/10/2020 10:07
Case21167,Unit455,1990,Resolved,Income,Payment Enquiry,27/10/2020 10:15
Case21168,Unit3714,2010,Resolved,Query,,27/10/2020 10:15
Case21169,Unit90,,Resolved,Query,,27/10/2020 10:15
Case21170,Unit5132,1920,Resolved,Direct Maintenance,Follow on,27/10/2020 10:17
Case21171,Unit9451,1992,Resolved,Direct Maintenance,Complex Repairs,27/10/2020 10:17
Case21172,Unit857,,Active,Direct Maintenance,Damp & Mould,27/10/2020 10:18
Case21173,Unit853,1982,Resolved,Tenancy Change,,27/10/2020 10:19
Case21174,Unit1620,1910,Resolved,Income,Refund Enquiry,27/10/2020 10:21
Case21175,Unit9116,1958,Resolved,Direct Maintenance,Supervisor Inspection,27/10/2020 10:22
Case21176,Unit9604,1998,Resolved,Complaints,,27/10/2020 10:23
Case21177,Unit6381,1993,Resolved,Service Charges,Invoice/Breakdown Request,27/10/2020 10:31
Case21178,Unit339,1980,Resolved,Income,Account Enquiry,27/10/2020 10:39
Case21179,Unit3087,2008,Resolved,Query,,27/10/2020 10:41
Case21180,Unit1214,2013,Resolved,Income,Refund Enquiry,27/10/2020 10:42
Case21181,Unit7091,2008,Resolved,Query,,27/10/2020 10:45
Case21182,Unit4358,1940,Resolved,Direct Maintenance,Complex Repairs,27/10/2020 10:48
Case21183,Unit5574,2006,Resolved,Home Ownership,Lease Extensions,27/10/2020 10:53
Case21184,Unit848,1950,Active,Direct Maintenance,Damp & Mould,27/10/2020 10:53
Case21185,Unit5309,1886,Resolved,MP/Councillor Enquiry,Lettings,27/10/2020 10:59
Case21186,Unit635,2006,Resolved,Query,,27/10/2020 11:01
Case21187,Unit6451,1992,Resolved,Query,,27/10/2020 11:06
Case21188,Unit4583,1968,Resolved,MP/Councillor Enquiry,Customer Contact Centre,27/10/2020 11:18
Case21189,Unit6005,1958,Resolved,Service Charges,Calculation/Apportionment Query,27/10/2020 11:25
Case21190,Unit2834,2014,Resolved,Income,Refund Enquiry,27/10/2020 11:29
Case21191,Unit1214,2013,Resolved,Service Charges,Invoice/Breakdown Request,27/10/2020 11:29
Case21192,Unit8860,2005,Active,Home Ownership,Landlord Enquiry,27/10/2020 11:38
Case21193,Unit9650,1870,Resolved,Query,,27/10/2020 11:48
Case21194,Unit1139,1900,Resolved,ASB,,27/10/2020 11:52
Case21195,Unit884,2001,Active,Direct Maintenance,Damp & Mould,27/10/2020 11:53
Case21196,Unit972,1910,Active,Direct Maintenance,Damp & Mould,27/10/2020 11:54
Case21197,Unit1856,2016,Resolved,Service Charges,Calculation/Apportionment Query,27/10/2020 12:00
Case21198,Unit559,1890,Active,Direct Maintenance,Damp & Mould,27/10/2020 12:04
Case21199,Unit8389,,Resolved,Query,,12/07/2019 09:57
Case21200,Unit158,1950,Active,Direct Maintenance,Damp & Mould,27/10/2020 12:09
Case21201,Unit2713,1948,Resolved,Query,,27/10/2020 12:16
Case21202,Unit3451,1993,Resolved,Complaints,,12/07/2019 09:58
Case21203,Unit8477,2015,Resolved,Income,Account Enquiry,27/10/2020 12:29
Case21204,Unit3205,2014,Resolved,MP/Councillor Enquiry,Direct Maintenance,27/10/2020 12:38
Case21205,Unit9873,1970,Resolved,Query,,27/10/2020 12:45
Case21206,Unit926,2010,Resolved,Query,,27/10/2020 12:50
Case21207,Unit8482,1900,Resolved,Query,,12/07/2019 10:01
Case21208,Unit6426,2019,Active,ASB,,27/10/2020 12:59
Case21209,Unit6648,2009,Resolved,Service Charges,Calculation/Apportionment Query,27/10/2020 12:59
Case21210,Unit7357,1869,Active,No Access,Gas,27/10/2020 13:22
Case21211,Unit5082,2006,Resolved,Query,,27/10/2020 13:26
Case21212,Unit503,2013,Resolved,Query,,27/10/2020 13:29
Case21213,Unit9858,1957,Resolved,Service Charges,Invoice/Breakdown Request,27/10/2020 13:29
Case21214,Unit5749,2016,Resolved,Home Ownership,Landlord Enquiry,27/10/2020 13:32
Case21215,Unit8092,2007,Resolved,Service Charges,Calculation/Apportionment Query,12/07/2019 10:04
Case21216,Unit9312,2000,Resolved,Home Ownership,Landlord Enquiry,27/10/2020 13:48
Case21217,Unit5903,1996,Resolved,Query,,27/10/2020 13:56
Case21218,Unit2861,1899,Resolved,Rehousing,Permanent,12/07/2019 10:05
Case21219,Unit5903,1996,Resolved,Query,,27/10/2020 14:01
Case21220,Unit1302,1997,Resolved,MP/Councillor Enquiry,Housing Management,27/10/2020 14:06
Case21221,Unit7537,2009,Resolved,Query,,27/10/2020 14:09
Case21222,Unit3687,1900,Resolved,Direct Maintenance,Follow on,27/10/2020 14:10
Case21223,Unit9028,1880,Resolved,ASB,,27/10/2020 14:11
Case21224,Unit870,1825,Resolved,Query,,27/10/2020 14:14
Case21225,Unit763,1850,Resolved,Query,,27/10/2020 14:20
Case21226,Unit2053,2018,Resolved,Income,Refund Enquiry,27/10/2020 14:23
Case21227,Unit4339,1960,Resolved,MP/Councillor Enquiry,Leaseholder Services,27/10/2020 14:26
Case21228,Unit768,1960,Resolved,Query,,27/10/2020 14:41
Case21229,Unit9255,2014,Resolved,Income,Refund Enquiry,27/10/2020 14:49
Case21230,Unit1074,1910,Resolved,Query,,27/10/2020 14:52
Case21231,Unit9902,2014,Resolved,Query,,27/10/2020 14:53
Case21232,Unit6862,,Resolved,Income,Refund Enquiry,27/10/2020 14:57
Case21233,Unit2190,2014,Resolved,Income,Refund Enquiry,27/10/2020 15:00
Case21234,Unit1170,2010,Resolved,Service Charges,Invoice/Breakdown Request,27/10/2020 15:03
Case21235,Unit2517,1951,Resolved,Query,,27/10/2020 15:14
Case21236,Unit1177,1994,Resolved,Direct Maintenance,Follow on,27/10/2020 15:21
Case21237,Unit4481,2009,Resolved,Query,,27/10/2020 15:22
Case21238,Unit5954,1953,Resolved,Query,,27/10/2020 15:23
Case21239,Unit6119,1990,Resolved,Service Charges,Invoice/Breakdown Request,27/10/2020 15:24
Case21240,Unit6440,2014,Resolved,Complaints,,27/10/2020 15:25
Case21241,Unit3853,2014,Resolved,Income,Refund Enquiry,27/10/2020 15:26
Case21242,Unit2746,1998,Resolved,Service Charges,Calculation/Apportionment Query,27/10/2020 15:35
Case21243,Unit5836,2014,Resolved,Income,Refund Enquiry,27/10/2020 15:35
Case21244,Unit1599,1999,Resolved,Query,,12/07/2019 10:20
Case21245,Unit8076,2001,Resolved,Direct Maintenance,Follow on,27/10/2020 15:39
Case21246,Unit123,1890,Resolved,Direct Maintenance,Supervisor Inspection,27/10/2020 15:40
Case21247,Unit5356,2014,Resolved,Income,Refund Enquiry,27/10/2020 15:42
Case21248,Unit5111,1998,Resolved,Query,,27/10/2020 15:47
Case21249,Unit5878,2000,Resolved,Complaints,,27/10/2020 15:49
Case21250,Unit2012,2013,Resolved,Service Charges,Calculation/Apportionment Query,27/10/2020 15:52
Case21251,Unit3981,2016,Resolved,Query,,27/10/2020 15:53
Case21252,Unit94,1900,Resolved,Complaints,,27/10/2020 15:55
Case21253,Unit7901,2013,Resolved,Service Charges,Calculation/Apportionment Query,27/10/2020 15:55
Case21254,Unit8455,1850,Resolved,Income,Refund Enquiry,27/10/2020 15:55
Case21255,Unit965,2002,Active,Direct Maintenance,Damp & Mould,27/10/2020 15:58
Case21256,Unit3546,1860,Resolved,Query,,27/10/2020 16:00
Case21257,Unit5201,2016,Resolved,Query,,27/10/2020 16:06
Case21258,Unit8936,1992,Resolved,Query,,27/10/2020 16:09
Case21259,Unit7867,2014,Resolved,Income,Refund Enquiry,27/10/2020 16:10
Case21260,Unit9730,1910,Resolved,Query,,12/07/2019 10:22
Case21261,Unit221,1993,Resolved,Query,,27/10/2020 16:21
Case21262,Unit5199,1992,Resolved,Query,,12/07/2019 10:24
Case21263,Unit4982,1992,Resolved,Query,,27/10/2020 16:29
Case21264,Unit7669,2015,Resolved,Income,Refund Enquiry,27/10/2020 16:40
Case21265,Unit3012,2011,Resolved,Query,,27/10/2020 16:53
Case21266,Unit4666,1870,Resolved,Tenancy Change,,12/07/2019 10:28
Case21267,Unit8089,1964,Resolved,Income,Service Charge Query,12/07/2019 10:31
Case21268,Unit4737,2015,Resolved,Tenancy Visits,,27/10/2020 17:06
Case21269,Unit8787,1972,Resolved,Tenancy Visits,,27/10/2020 17:06
Case21270,Unit1964,1960,Resolved,Tenancy Visits,,27/10/2020 17:06
Case21271,Unit9866,1998,Resolved,Tenancy Visits,,27/10/2020 17:06
Case21272,Unit901,1975,Resolved,Tenancy Visits,,27/10/2020 17:06
Case21273,Unit9055,2014,Resolved,Tenancy Visits,,27/10/2020 17:06
Case21274,Unit307,1965,Resolved,Tenancy Visits,,27/10/2020 17:06
Case21275,Unit2330,2013,Resolved,Income,Account Enquiry,27/10/2020 17:09
Case21276,Unit1395,2007,Resolved,Direct Maintenance,Complex Repairs,27/10/2020 17:24
Case21277,Unit6591,1998,Resolved,Query,,27/10/2020 17:51
Case21278,Unit6436,2008,Resolved,Query,,28/10/2020 08:03
Case21279,Unit8713,1910,Resolved,Query,,28/10/2020 08:07
Case21280,Unit4934,2005,Resolved,Query,,28/10/2020 08:16
Case21281,Unit5376,2014,Resolved,Query,,28/10/2020 08:32
Case21282,Unit7022,2018,Resolved,Query,,28/10/2020 08:37
Case21283,Unit405,1940,Active,Direct Maintenance,Damp & Mould,28/10/2020 08:37
Case21284,Unit7794,,Resolved,Query,,28/10/2020 08:44
Case21285,Unit5452,1920,Resolved,Direct Maintenance,Complex Repairs,28/10/2020 08:49
Case21286,Unit1994,2010,Resolved,Query,,28/10/2020 08:49
Case21287,Unit5604,1997,Resolved,Query,,28/10/2020 08:53
Case21288,Unit3887,1890,Resolved,ASB,,12/07/2019 10:38
Case21289,Unit8959,2013,Resolved,Service Charges,Calculation/Apportionment Query,28/10/2020 09:09
Case21290,Unit873,1993,Resolved,Direct Maintenance,Complex Repairs,28/10/2020 09:10
Case21291,Unit8085,2007,Resolved,Service Charges,Calculation/Apportionment Query,28/10/2020 09:14
Case21292,Unit7955,2011,Resolved,Query,,28/10/2020 09:21
Case21293,Unit2867,2015,Resolved,Service Charges,Invoice/Breakdown Request,28/10/2020 09:21
Case21294,Unit3355,,Resolved,Service Charges,Calculation/Apportionment Query,28/10/2020 09:22
Case21295,Unit4478,2019,Resolved,Query,,28/10/2020 09:24
Case21296,Unit8251,,Active,Query,,28/10/2020 09:40
Case21297,Unit8118,2011,Resolved,Complaints,,12/07/2019 10:42
Case21298,Unit6206,2004,Resolved,Query,,28/10/2020 09:41
Case21299,Unit3422,2007,Active,Home Ownership,Resales,28/10/2020 09:42
Case21300,Unit7006,2018,Resolved,Income,Refund Enquiry,28/10/2020 09:44
Case21301,Unit3355,,Resolved,Income,Account Enquiry,28/10/2020 09:52
Case21302,Unit422,1995,Resolved,Direct Maintenance,Follow on,28/10/2020 09:57
Case21303,Unit2531,1869,Resolved,Direct Maintenance,Follow on,28/10/2020 10:08
Case21304,Unit3614,1880,Resolved,Direct Maintenance,Complex Repairs,28/10/2020 10:11
Case21305,Unit8240,2011,Resolved,Query,,28/10/2020 10:11
Case21306,Unit7891,2012,Active,Complaints,,28/10/2020 10:15
Case21307,Unit7584,2014,Active,Query,,28/10/2020 10:28
Case21308,Unit6772,1972,Resolved,Direct Maintenance,Complex Repairs,28/10/2020 10:29
Case21309,Unit4173,1890,Resolved,Query,,28/10/2020 10:29
Case21310,Unit9055,2014,Resolved,Query,,28/10/2020 10:42
Case21311,Unit3294,2016,Resolved,Service Charges,Invoice/Breakdown Request,28/10/2020 10:49
Case21312,Unit6888,2016,Resolved,Query,,28/10/2020 10:49
Case21313,Unit1010,1890,Resolved,ASB,,28/10/2020 10:50
Case21314,Unit7743,2013,Resolved,Query,,28/10/2020 10:52
Case21315,Unit6541,1890,Resolved,Direct Maintenance,Supervisor Inspection,28/10/2020 10:57
Case21316,Unit847,2015,Resolved,Query,,28/10/2020 10:59
Case21317,Unit8122,2016,Resolved,Service Charges,Calculation/Apportionment Query,28/10/2020 11:10
Case21318,Unit5730,2014,Resolved,Income,Refund Enquiry,28/10/2020 11:20
Case21319,Unit2612,2011,Resolved,Query,,28/10/2020 11:24
Case21320,Unit9849,,Resolved,Query,,28/10/2020 11:27
Case21321,Unit5120,1961,Resolved,MP/Councillor Enquiry,Leaseholder Services,28/10/2020 11:29
Case21322,Unit8800,1970,Resolved,Query,,28/10/2020 11:40
Case21323,Unit3778,2007,Resolved,Service Charges,Calculation/Apportionment Query,28/10/2020 11:54
Case21324,Unit3778,2007,Active,Service Charges,Invoice/Breakdown Request,28/10/2020 11:57
Case21325,Unit3162,1992,Resolved,Income,Account Enquiry,28/10/2020 11:57
Case21326,Unit1612,1993,Resolved,Income,Payment Enquiry,28/10/2020 12:00
Case21327,Unit6078,1880,Resolved,MP/Councillor Enquiry,Building Services,12/07/2019 10:54
Case21328,Unit4173,1890,Resolved,Direct Maintenance,Supervisor Inspection,28/10/2020 12:06
Case21329,Unit8662,2006,Resolved,Query,,28/10/2020 12:11
Case21330,Unit6407,1993,Resolved,Income,Tenancy Enquiry,28/10/2020 12:21
Case21331,Unit3087,2008,Resolved,Query,,28/10/2020 12:26
Case21332,Unit123,1890,Resolved,Complaints,,28/10/2020 12:32
Case21333,Unit5320,1910,Resolved,Query,,28/10/2020 12:43
Case21334,Unit7617,2011,Resolved,Query,,28/10/2020 12:50
Case21335,Unit7829,1977,Resolved,Query,,28/10/2020 12:55
Case21336,Unit7829,1977,Resolved,Query,,28/10/2020 13:03
Case21337,Unit8722,1969,Resolved,MP/Councillor Enquiry,Corporate Services,28/10/2020 13:17
Case21338,Unit703,2012,Resolved,Query,,28/10/2020 13:23
Case21339,Unit703,2012,Active,Direct Maintenance,Damp & Mould,28/10/2020 13:26
Case21340,Unit8950,1984,Resolved,Direct Maintenance,Complex Repairs,28/10/2020 13:26
Case21341,Unit3539,1999,Resolved,Query,,28/10/2020 13:31
Case21342,Unit3539,1999,Resolved,Direct Maintenance,Complex Repairs,28/10/2020 13:41
Case21343,Unit9821,2008,Resolved,Query,,28/10/2020 13:43
Case21344,Unit2255,2016,Resolved,Complaints,,28/10/2020 13:53
Case21345,Unit175,2003,Resolved,Complaints,,28/10/2020 13:56
Case21346,Unit9383,2016,Resolved,Income,Refund Enquiry,28/10/2020 14:08
Case21347,Unit5923,2011,Resolved,Query,,28/10/2020 14:09
Case21348,Unit7237,1890,Resolved,Direct Maintenance,Follow on,28/10/2020 14:20
Case21349,Unit4645,,Resolved,Service Charges,Calculation/Apportionment Query,28/10/2020 14:29
Case21350,Unit7317,2016,Resolved,Income,Refund Enquiry,28/10/2020 14:34
Case21351,Unit286,1900,Resolved,Query,,12/07/2019 11:08
Case21352,Unit7237,1890,Resolved,Query,,28/10/2020 14:37
Case21353,Unit9571,2015,Resolved,Income,Refund Enquiry,28/10/2020 14:38
Case21354,Unit763,1850,Resolved,ASB,,28/10/2020 14:39
Case21355,Unit3265,1970,Resolved,Query,,28/10/2020 14:40
Case21356,Unit986,2002,Resolved,Query,,28/10/2020 14:42
Case21357,Unit5241,2014,Resolved,Income,Refund Enquiry,28/10/2020 14:45
Case21358,Unit2064,1900,Resolved,Income,Refund Enquiry,12/07/2019 11:11
Case21359,Unit9548,1993,Resolved,Direct Maintenance,Follow on,28/10/2020 15:05
Case21360,Unit2116,1964,Resolved,Income,Direct Debit Enquiry,28/10/2020 15:14
Case21361,Unit1900,2019,Resolved,Query,,28/10/2020 15:17
Case21362,Unit9172,1960,Resolved,Query,,12/07/2019 11:16
Case21363,Unit3457,2016,Resolved,Income,Refund Enquiry,28/10/2020 15:33
Case21364,Unit3535,1973,Resolved,Query,,28/10/2020 15:42
Case21365,Unit101,1995,Resolved,Query,,28/10/2020 15:44
Case21366,Unit4697,1890,Resolved,Income,Refund Enquiry,28/10/2020 15:54
Case21367,Unit1732,2018,Resolved,Income,Refund Enquiry,28/10/2020 16:03
Case21368,Unit8350,2013,Resolved,Query,,28/10/2020 16:10
Case21369,Unit630,1890,Resolved,Query,,28/10/2020 16:13
Case21370,Unit3392,1997,Resolved,Service Charges,Calculation/Apportionment Query,28/10/2020 16:19
Case21371,Unit3017,,Resolved,Query,,28/10/2020 16:22
Case21372,Unit8849,2009,Resolved,Complaints,,28/10/2020 16:27
Case21373,Unit516,1982,Resolved,Query,,28/10/2020 16:31
Case21374,Unit8044,1899,Resolved,Income,Refund Enquiry,28/10/2020 16:34
Case21375,Unit823,1939,Resolved,Income,Account Enquiry,28/10/2020 16:45
Case21376,Unit8164,2006,Resolved,Service Charges,Calculation/Apportionment Query,28/10/2020 16:48
Case21377,Unit2426,1999,Resolved,Query,,12/07/2019 11:22
Case21378,Unit2880,2010,Resolved,Service Charges,Invoice/Breakdown Request,28/10/2020 17:23
Case21379,Unit1024,1970,Resolved,Direct Maintenance,Complex Repairs,28/10/2020 17:29
Case21380,Unit3087,2008,Resolved,ASB,,28/10/2020 20:17
Case21381,Unit1710,1899,Resolved,No Access,Gas,29/10/2020 07:00
Case21382,Unit1231,1890,Resolved,No Access,Gas,29/10/2020 07:00
Case21383,Unit6419,1900,Resolved,No Access,Gas,29/10/2020 07:00
Case21384,Unit5965,2017,Resolved,Service Charges,Invoice/Breakdown Request,29/10/2020 08:54
Case21385,Unit7372,2013,Resolved,Service Charges,,12/07/2019 11:26
Case21386,Unit6067,1964,Resolved,Direct Maintenance,Complex Repairs,29/10/2020 09:15
Case21387,Unit5382,2016,Resolved,Income,Refund Enquiry,29/10/2020 09:16
Case21388,Unit8782,1900,Resolved,Death of Tenant,,29/10/2020 09:25
Case21389,Unit3422,2007,Resolved,ASB,,29/10/2020 09:30
Case21390,Unit9978,2010,Resolved,Query,,29/10/2020 09:37
Case21391,Unit2033,1984,Resolved,Query,,29/10/2020 09:37
Case21392,Unit4681,1920,Resolved,Income,Refund Enquiry,29/10/2020 09:43
Case21393,Unit8130,2016,Resolved,Service Charges,Calculation/Apportionment Query,29/10/2020 09:45
Case21394,Unit5767,1974,Resolved,Income,Refund Enquiry,29/10/2020 09:48
Case21395,Unit7212,1989,Resolved,Income,Payment Enquiry,12/07/2019 11:31
Case21396,Unit2437,2016,Resolved,Income,Refund Enquiry,29/10/2020 09:51
Case21397,Unit9628,2005,Resolved,Complaints,,29/10/2020 09:54
Case21398,Unit94,1900,Resolved,Complaints,,29/10/2020 09:57
Case21399,Unit7435,2015,Resolved,Service Charges,Invoice/Breakdown Request,29/10/2020 09:58
Case21400,Unit577,1993,Resolved,Tenancy Change,,29/10/2020 10:00
Case21401,Unit3643,2002,Resolved,Service Charges,Invoice/Breakdown Request,29/10/2020 10:01
Case21402,Unit2640,2016,Resolved,Income,Refund Enquiry,29/10/2020 10:03
Case21403,Unit7019,1974,Resolved,Query,,29/10/2020 10:04
Case21404,Unit3570,2003,Resolved,Complaints,,29/10/2020 10:16
Case21405,Unit4848,2015,Resolved,Service Charges,Calculation/Apportionment Query,29/10/2020 10:29
Case21406,Unit7235,2013,Resolved,Query,,29/10/2020 10:32
Case21407,Unit7142,1976,Resolved,Home Ownership,Landlord Enquiry,29/10/2020 10:41
Case21408,Unit2812,1910,Resolved,Query,,29/10/2020 10:42
Case21409,Unit5781,1977,Resolved,Query,,29/10/2020 10:43
Case21410,Unit5337,1972,Resolved,Home Ownership,Landlord Enquiry,29/10/2020 10:44
Case21411,Unit7565,1996,Resolved,Query,,29/10/2020 10:47
Case21412,Unit7273,2008,Resolved,Home Ownership,Subletting Homeowner,29/10/2020 10:51
Case21413,Unit996,2011,Resolved,Query,,29/10/2020 10:54
Case21414,Unit795,1910,Resolved,Query,,29/10/2020 11:09
Case21415,Unit6821,,Resolved,Query,,29/10/2020 11:10
Case21416,Unit5120,1961,Resolved,Query,,29/10/2020 11:11
Case21417,Unit8118,2011,Resolved,Income,Refund Enquiry,12/07/2019 11:35
Case21418,Unit773,1979,Resolved,Query,,29/10/2020 11:16
Case21419,Unit114,2010,Resolved,Direct Maintenance,Follow on,29/10/2020 11:27
Case21420,Unit8251,,Resolved,Direct Maintenance,Follow on,29/10/2020 11:37
Case21421,Unit6827,2014,Resolved,Income,IMR/PRS Enquiry,29/10/2020 11:48
Case21422,Unit1284,2012,Resolved,Query,,29/10/2020 11:52
Case21423,Unit3998,2005,Resolved,Query,,29/10/2020 11:55
Case21424,Unit2855,2005,Resolved,Home Ownership,Lease Extensions,29/10/2020 11:57
Case21425,Unit4634,1890,Resolved,Query,,29/10/2020 12:03
Case21426,Unit2177,2013,Resolved,Service Charges,Calculation/Apportionment Query,29/10/2020 12:03
Case21427,Unit6115,2009,Active,Home Ownership,Subletting Homeowner,29/10/2020 12:05
Case21428,Unit6036,1899,Resolved,Direct Maintenance,Complex Repairs,29/10/2020 12:24
Case21429,Unit4157,2009,Resolved,Income,Refund Enquiry,29/10/2020 12:25
